antecedent,consequent,support,confidence
"('Rash Guard', 'Running Shoe')","('Modern Pants', 'Socks', 'Sweatshirts', 'Tech Pants')",0.25,0.7142857142857143
"('Rash Guard', 'Swimming Shirt', 'Tech Pants')","('Running Shoe',)",0.25,0.7142857142857143
"('Rash Guard', 'Swimming Shirt', 'Tech Pants')","('Dry Fit V-Nick', 'Running Shoe')",0.25,0.7142857142857143
"('Swimming Shirt', 'Tech Pants')","('Running Shoe',)",0.25,0.7142857142857143
"('Swimming Shirt', 'Tech Pants')","('Dry Fit V-Nick', 'Running Shoe')",0.25,0.7142857142857143
"('Swimming Shirt', 'Tech Pants')","('Rash Guard', 'Running Shoe')",0.25,0.7142857142857143
"('Swimming Shirt', 'Tech Pants')","('Dry Fit V-Nick', 'Rash Guard', 'Running Shoe')",0.25,0.7142857142857143
"('Dry Fit V-Nick',)","('Hoodies',)",0.35,0.7
"('Dry Fit V-Nick',)","('Hoodies', 'Rash Guard')",0.35,0.7
"('Dry Fit V-Nick',)","('Hoodies', 'Tech Pants')",0.35,0.7
"('Dry Fit V-Nick',)","('Swimming Shirt', 'Tech Pants')",0.35,0.7
"('Dry Fit V-Nick',)","('Hoodies', 'Rash Guard', 'Tech Pants')",0.35,0.7
"('Dry Fit V-Nick',)","('Rash Guard', 'Swimming Shirt', 'Tech Pants')",0.35,0.7
"('Dry Fit V-Nick', 'Rash Guard')","('Hoodies',)",0.35,0.7
"('Dry Fit V-Nick', 'Rash Guard')","('Hoodies', 'Tech Pants')",0.35,0.7
"('Dry Fit V-Nick', 'Rash Guard')","('Swimming Shirt', 'Tech Pants')",0.35,0.7
"('Rash Guard', 'Swimming Shirt')","('Tech Pants',)",0.35,0.7
"('Rash Guard', 'Swimming Shirt')","('Dry Fit V-Nick', 'Tech Pants')",0.35,0.7
"('Socks',)","('Modern Pants',)",0.45,0.6923076923076923
"('Socks',)","('Modern Pants', 'Sweatshirts')",0.45,0.6923076923076923
"('Sweatshirts',)","('Modern Pants', 'Running Shoe')",0.45,0.6923076923076923
"('Sweatshirts',)","('Modern Pants', 'Socks')",0.45,0.6923076923076923
"('Rash Guard',)","('Hoodies',)",0.4,0.6666666666666667
"('Rash Guard',)","('Dry Fit V-Nick', 'Tech Pants')",0.4,0.6666666666666667
"('Rash Guard',)","('Hoodies', 'Tech Pants')",0.4,0.6666666666666667
"('Socks', 'Sweatshirts')","('Modern Pants', 'Running Shoe')",0.4,0.6666666666666667
"('Dry Fit V-Nick', 'Rash Guard', 'Swimming Shirt')","('Hoodies',)",0.3,0.6666666666666666
"('Dry Fit V-Nick', 'Rash Guard', 'Swimming Shirt')","('Hoodies', 'Tech Pants')",0.3,0.6666666666666666
"('Dry Fit V-Nick', 'Swimming Shirt')","('Hoodies',)",0.3,0.6666666666666666
"('Dry Fit V-Nick', 'Swimming Shirt')","('Hoodies', 'Rash Guard')",0.3,0.6666666666666666
"('Dry Fit V-Nick', 'Swimming Shirt')","('Hoodies', 'Tech Pants')",0.3,0.6666666666666666
"('Dry Fit V-Nick', 'Swimming Shirt')","('Hoodies', 'Rash Guard', 'Tech Pants')",0.3,0.6666666666666666
"('Modern Pants', 'Socks')","('Rash Guard',)",0.3,0.6666666666666666
"('Modern Pants', 'Socks')","('Tech Pants',)",0.3,0.6666666666666666
"('Modern Pants', 'Socks')","('Rash Guard', 'Sweatshirts')",0.3,0.6666666666666666
"('Modern Pants', 'Socks')","('Rash Guard', 'Tech Pants')",0.3,0.6666666666666666
"('Modern Pants', 'Socks')","('Sweatshirts', 'Tech Pants')",0.3,0.6666666666666666
"('Modern Pants', 'Socks')","('Rash Guard', 'Sweatshirts', 'Tech Pants')",0.3,0.6666666666666666
"('Modern Pants', 'Socks', 'Sweatshirts')","('Rash Guard',)",0.3,0.6666666666666666
"('Modern Pants', 'Socks', 'Sweatshirts')","('Tech Pants',)",0.3,0.6666666666666666
"('Modern Pants', 'Socks', 'Sweatshirts')","('Rash Guard', 'Tech Pants')",0.3,0.6666666666666666
"('Rash Guard', 'Tech Pants')","('Modern Pants',)",0.3,0.6666666666666666
"('Rash Guard', 'Tech Pants')","('Running Shoe',)",0.3,0.6666666666666666
"('Rash Guard', 'Tech Pants')","('Socks',)",0.3,0.6666666666666666
"('Rash Guard', 'Tech Pants')","('Sweatshirts',)",0.3,0.6666666666666666
"('Rash Guard', 'Tech Pants')","('Hoodies', 'Swimming Shirt')",0.3,0.6666666666666666
"('Rash Guard', 'Tech Pants')","('Modern Pants', 'Socks')",0.3,0.6666666666666666
"('Rash Guard', 'Tech Pants')","('Modern Pants', 'Sweatshirts')",0.3,0.6666666666666666
"('Rash Guard', 'Tech Pants')","('Socks', 'Sweatshirts')",0.3,0.6666666666666666
"('Rash Guard', 'Tech Pants')","('Dry Fit V-Nick', 'Hoodies', 'Swimming Shirt')",0.3,0.6666666666666666
"('Rash Guard', 'Tech Pants')","('Modern Pants', 'Socks', 'Sweatshirts')",0.3,0.6666666666666666
"('Tech Pants',)","('Modern Pants',)",0.3,0.6666666666666666
"('Tech Pants',)","('Running Shoe',)",0.3,0.6666666666666666
"('Tech Pants',)","('Socks',)",0.3,0.6666666666666666
"('Tech Pants',)","('Sweatshirts',)",0.3,0.6666666666666666
"('Tech Pants',)","('Hoodies', 'Swimming Shirt')",0.3,0.6666666666666666
"('Tech Pants',)","('Modern Pants', 'Rash Guard')",0.3,0.6666666666666666
"('Tech Pants',)","('Modern Pants', 'Socks')",0.3,0.6666666666666666
"('Tech Pants',)","('Modern Pants', 'Sweatshirts')",0.3,0.6666666666666666
"('Tech Pants',)","('Rash Guard', 'Running Shoe')",0.3,0.6666666666666666
"('Tech Pants',)","('Rash Guard', 'Socks')",0.3,0.6666666666666666
"('Tech Pants',)","('Rash Guard', 'Sweatshirts')",0.3,0.6666666666666666
"('Tech Pants',)","('Socks', 'Sweatshirts')",0.3,0.6666666666666666
"('Tech Pants',)","('Dry Fit V-Nick', 'Hoodies', 'Swimming Shirt')",0.3,0.6666666666666666
"('Tech Pants',)","('Hoodies', 'Rash Guard', 'Swimming Shirt')",0.3,0.6666666666666666
"('Tech Pants',)","('Modern Pants', 'Rash Guard', 'Socks')",0.3,0.6666666666666666
"('Tech Pants',)","('Modern Pants', 'Rash Guard', 'Sweatshirts')",0.3,0.6666666666666666
"('Tech Pants',)","('Modern Pants', 'Socks', 'Sweatshirts')",0.3,0.6666666666666666
"('Tech Pants',)","('Rash Guard', 'Socks', 'Sweatshirts')",0.3,0.6666666666666666
"('Tech Pants',)","('Dry Fit V-Nick', 'Hoodies', 'Rash Guard', 'Swimming Shirt')",0.3,0.6666666666666666
"('Tech Pants',)","('Modern Pants', 'Rash Guard', 'Socks', 'Sweatshirts')",0.3,0.6666666666666666
"('Running Shoe',)","('Modern Pants',)",0.45,0.6428571428571429
"('Running Shoe',)","('Modern Pants', 'Sweatshirts')",0.45,0.6428571428571429
"('Swimming Shirt',)","('Tech Pants',)",0.35,0.6363636363636362
"('Swimming Shirt',)","('Dry Fit V-Nick', 'Tech Pants')",0.35,0.6363636363636362
"('Swimming Shirt',)","('Rash Guard', 'Tech Pants')",0.35,0.6363636363636362
"('Swimming Shirt',)","('Dry Fit V-Nick', 'Rash Guard', 'Tech Pants')",0.35,0.6363636363636362
"('Dry Fit V-Nick', 'Rash Guard', 'Tech Pants')","('Modern Pants',)",0.25,0.625
"('Dry Fit V-Nick', 'Rash Guard', 'Tech Pants')","('Running Shoe',)",0.25,0.625
"('Dry Fit V-Nick', 'Rash Guard', 'Tech Pants')","('Soccer Shoe',)",0.25,0.625
"('Dry Fit V-Nick', 'Rash Guard', 'Tech Pants')","('Socks',)",0.25,0.625
"('Dry Fit V-Nick', 'Rash Guard', 'Tech Pants')","('Sweatshirts',)",0.25,0.625
"('Dry Fit V-Nick', 'Rash Guard', 'Tech Pants')","('Hoodies', 'Soccer Shoe')",0.25,0.625
"('Dry Fit V-Nick', 'Rash Guard', 'Tech Pants')","('Modern Pants', 'Socks')",0.25,0.625
"('Dry Fit V-Nick', 'Rash Guard', 'Tech Pants')","('Modern Pants', 'Sweatshirts')",0.25,0.625
"('Dry Fit V-Nick', 'Rash Guard', 'Tech Pants')","('Running Shoe', 'Swimming Shirt')",0.25,0.625
"('Dry Fit V-Nick', 'Rash Guard', 'Tech Pants')","('Socks', 'Sweatshirts')",0.25,0.625
"('Dry Fit V-Nick', 'Rash Guard', 'Tech Pants')","('Modern Pants', 'Socks', 'Sweatshirts')",0.25,0.625
"('Dry Fit V-Nick', 'Tech Pants')","('Modern Pants',)",0.25,0.625
"('Dry Fit V-Nick', 'Tech Pants')","('Running Shoe',)",0.25,0.625
"('Dry Fit V-Nick', 'Tech Pants')","('Soccer Shoe',)",0.25,0.625
"('Dry Fit V-Nick', 'Tech Pants')","('Socks',)",0.25,0.625
"('Dry Fit V-Nick', 'Tech Pants')","('Sweatshirts',)",0.25,0.625
"('Dry Fit V-Nick', 'Tech Pants')","('Hoodies', 'Soccer Shoe')",0.25,0.625
"('Dry Fit V-Nick', 'Tech Pants')","('Modern Pants', 'Rash Guard')",0.25,0.625
"('Dry Fit V-Nick', 'Tech Pants')","('Modern Pants', 'Socks')",0.25,0.625
"('Dry Fit V-Nick', 'Tech Pants')","('Modern Pants', 'Sweatshirts')",0.25,0.625
"('Dry Fit V-Nick', 'Tech Pants')","('Rash Guard', 'Running Shoe')",0.25,0.625
"('Dry Fit V-Nick', 'Tech Pants')","('Rash Guard', 'Soccer Shoe')",0.25,0.625
"('Dry Fit V-Nick', 'Tech Pants')","('Rash Guard', 'Socks')",0.25,0.625
"('Dry Fit V-Nick', 'Tech Pants')","('Rash Guard', 'Sweatshirts')",0.25,0.625
"('Dry Fit V-Nick', 'Tech Pants')","('Running Shoe', 'Swimming Shirt')",0.25,0.625
"('Dry Fit V-Nick', 'Tech Pants')","('Socks', 'Sweatshirts')",0.25,0.625
"('Dry Fit V-Nick', 'Tech Pants')","('Hoodies', 'Rash Guard', 'Soccer Shoe')",0.25,0.625
"('Dry Fit V-Nick', 'Tech Pants')","('Modern Pants', 'Rash Guard', 'Socks')",0.25,0.625
"('Dry Fit V-Nick', 'Tech Pants')","('Modern Pants', 'Rash Guard', 'Sweatshirts')",0.25,0.625
"('Dry Fit V-Nick', 'Tech Pants')","('Modern Pants', 'Socks', 'Sweatshirts')",0.25,0.625
"('Dry Fit V-Nick', 'Tech Pants')","('Rash Guard', 'Running Shoe', 'Swimming Shirt')",0.25,0.625
"('Dry Fit V-Nick', 'Tech Pants')","('Rash Guard', 'Socks', 'Sweatshirts')",0.25,0.625
"('Dry Fit V-Nick', 'Tech Pants')","('Modern Pants', 'Rash Guard', 'Socks', 'Sweatshirts')",0.25,0.625
"('Hoodies',)","('Modern Pants',)",0.25,0.625
"('Hoodies',)","('Running Shoe',)",0.25,0.625
"('Hoodies',)","('Soccer Shoe',)",0.25,0.625
"('Hoodies',)","('Socks',)",0.25,0.625
"('Hoodies',)","('Sweatshirts',)",0.25,0.625
"('Hoodies',)","('Dry Fit V-Nick', 'Soccer Shoe')",0.25,0.625
"('Hoodies',)","('Modern Pants', 'Rash Guard')",0.25,0.625
"('Hoodies',)","('Modern Pants', 'Socks')",0.25,0.625
"('Hoodies',)","('Modern Pants', 'Sweatshirts')",0.25,0.625
"('Hoodies',)","('Modern Pants', 'Tech Pants')",0.25,0.625
"('Hoodies',)","('Rash Guard', 'Running Shoe')",0.25,0.625
"('Hoodies',)","('Rash Guard', 'Soccer Shoe')",0.25,0.625
"('Hoodies',)","('Rash Guard', 'Socks')",0.25,0.625
"('Hoodies',)","('Rash Guard', 'Sweatshirts')",0.25,0.625
"('Hoodies',)","('Running Shoe', 'Tech Pants')",0.25,0.625
"('Hoodies',)","('Soccer Shoe', 'Tech Pants')",0.25,0.625
"('Hoodies',)","('Socks', 'Sweatshirts')",0.25,0.625
"('Hoodies',)","('Socks', 'Tech Pants')",0.25,0.625
"('Hoodies',)","('Sweatshirts', 'Tech Pants')",0.25,0.625
"('Hoodies',)","('Dry Fit V-Nick', 'Rash Guard', 'Soccer Shoe')",0.25,0.625
"('Hoodies',)","('Dry Fit V-Nick', 'Soccer Shoe', 'Tech Pants')",0.25,0.625
"('Hoodies',)","('Modern Pants', 'Rash Guard', 'Socks')",0.25,0.625
"('Hoodies',)","('Modern Pants', 'Rash Guard', 'Sweatshirts')",0.25,0.625
"('Hoodies',)","('Modern Pants', 'Rash Guard', 'Tech Pants')",0.25,0.625
"('Hoodies',)","('Modern Pants', 'Socks', 'Sweatshirts')",0.25,0.625
"('Hoodies',)","('Modern Pants', 'Socks', 'Tech Pants')",0.25,0.625
"('Hoodies',)","('Modern Pants', 'Sweatshirts', 'Tech Pants')",0.25,0.625
"('Hoodies',)","('Rash Guard', 'Running Shoe', 'Tech Pants')",0.25,0.625
"('Hoodies',)","('Rash Guard', 'Soccer Shoe', 'Tech Pants')",0.25,0.625
"('Hoodies',)","('Rash Guard', 'Socks', 'Sweatshirts')",0.25,0.625
"('Hoodies',)","('Rash Guard', 'Socks', 'Tech Pants')",0.25,0.625
"('Hoodies',)","('Rash Guard', 'Sweatshirts', 'Tech Pants')",0.25,0.625
"('Hoodies',)","('Socks', 'Sweatshirts', 'Tech Pants')",0.25,0.625
"('Hoodies',)","('Dry Fit V-Nick', 'Rash Guard', 'Soccer Shoe', 'Tech Pants')",0.25,0.625
"('Hoodies',)","('Modern Pants', 'Rash Guard', 'Socks', 'Sweatshirts')",0.25,0.625
"('Hoodies',)","('Modern Pants', 'Rash Guard', 'Socks', 'Tech Pants')",0.25,0.625
"('Hoodies',)","('Modern Pants', 'Rash Guard', 'Sweatshirts', 'Tech Pants')",0.25,0.625
"('Hoodies',)","('Modern Pants', 'Socks', 'Sweatshirts', 'Tech Pants')",0.25,0.625
"('Hoodies',)","('Rash Guard', 'Socks', 'Sweatshirts', 'Tech Pants')",0.25,0.625
"('Hoodies',)","('Modern Pants', 'Rash Guard', 'Socks', 'Sweatshirts', 'Tech Pants')",0.25,0.625
"('Hoodies', 'Rash Guard')","('Modern Pants',)",0.25,0.625
"('Hoodies', 'Rash Guard')","('Running Shoe',)",0.25,0.625
"('Hoodies', 'Rash Guard')","('Soccer Shoe',)",0.25,0.625
"('Hoodies', 'Rash Guard')","('Socks',)",0.25,0.625
"('Hoodies', 'Rash Guard')","('Sweatshirts',)",0.25,0.625
"('Hoodies', 'Rash Guard')","('Dry Fit V-Nick', 'Soccer Shoe')",0.25,0.625
"('Hoodies', 'Rash Guard')","('Modern Pants', 'Socks')",0.25,0.625
"('Hoodies', 'Rash Guard')","('Modern Pants', 'Sweatshirts')",0.25,0.625
"('Hoodies', 'Rash Guard')","('Modern Pants', 'Tech Pants')",0.25,0.625
"('Hoodies', 'Rash Guard')","('Running Shoe', 'Tech Pants')",0.25,0.625
"('Hoodies', 'Rash Guard')","('Soccer Shoe', 'Tech Pants')",0.25,0.625
"('Hoodies', 'Rash Guard')","('Socks', 'Sweatshirts')",0.25,0.625
"('Hoodies', 'Rash Guard')","('Socks', 'Tech Pants')",0.25,0.625
"('Hoodies', 'Rash Guard')","('Sweatshirts', 'Tech Pants')",0.25,0.625
"('Hoodies', 'Rash Guard')","('Dry Fit V-Nick', 'Soccer Shoe', 'Tech Pants')",0.25,0.625
"('Hoodies', 'Rash Guard')","('Modern Pants', 'Socks', 'Sweatshirts')",0.25,0.625
"('Hoodies', 'Rash Guard')","('Modern Pants', 'Socks', 'Tech Pants')",0.25,0.625
"('Hoodies', 'Rash Guard')","('Modern Pants', 'Sweatshirts', 'Tech Pants')",0.25,0.625
"('Hoodies', 'Rash Guard')","('Socks', 'Sweatshirts', 'Tech Pants')",0.25,0.625
"('Hoodies', 'Rash Guard')","('Modern Pants', 'Socks', 'Sweatshirts', 'Tech Pants')",0.25,0.625
"('Hoodies', 'Rash Guard', 'Tech Pants')","('Modern Pants',)",0.25,0.625
"('Hoodies', 'Rash Guard', 'Tech Pants')","('Running Shoe',)",0.25,0.625
"('Hoodies', 'Rash Guard', 'Tech Pants')","('Soccer Shoe',)",0.25,0.625
"('Hoodies', 'Rash Guard', 'Tech Pants')","('Socks',)",0.25,0.625
"('Hoodies', 'Rash Guard', 'Tech Pants')","('Sweatshirts',)",0.25,0.625
"('Hoodies', 'Rash Guard', 'Tech Pants')","('Dry Fit V-Nick', 'Soccer Shoe')",0.25,0.625
"('Hoodies', 'Rash Guard', 'Tech Pants')","('Modern Pants', 'Socks')",0.25,0.625
"('Hoodies', 'Rash Guard', 'Tech Pants')","('Modern Pants', 'Sweatshirts')",0.25,0.625
"('Hoodies', 'Rash Guard', 'Tech Pants')","('Socks', 'Sweatshirts')",0.25,0.625
"('Hoodies', 'Rash Guard', 'Tech Pants')","('Modern Pants', 'Socks', 'Sweatshirts')",0.25,0.625
"('Hoodies', 'Tech Pants')","('Modern Pants',)",0.25,0.625
"('Hoodies', 'Tech Pants')","('Running Shoe',)",0.25,0.625
"('Hoodies', 'Tech Pants')","('Soccer Shoe',)",0.25,0.625
"('Hoodies', 'Tech Pants')","('Socks',)",0.25,0.625
"('Hoodies', 'Tech Pants')","('Sweatshirts',)",0.25,0.625
"('Hoodies', 'Tech Pants')","('Dry Fit V-Nick', 'Soccer Shoe')",0.25,0.625
"('Hoodies', 'Tech Pants')","('Modern Pants', 'Rash Guard')",0.25,0.625
"('Hoodies', 'Tech Pants')","('Modern Pants', 'Socks')",0.25,0.625
"('Hoodies', 'Tech Pants')","('Modern Pants', 'Sweatshirts')",0.25,0.625
"('Hoodies', 'Tech Pants')","('Rash Guard', 'Running Shoe')",0.25,0.625
"('Hoodies', 'Tech Pants')","('Rash Guard', 'Soccer Shoe')",0.25,0.625
"('Hoodies', 'Tech Pants')","('Rash Guard', 'Socks')",0.25,0.625
"('Hoodies', 'Tech Pants')","('Rash Guard', 'Sweatshirts')",0.25,0.625
"('Hoodies', 'Tech Pants')","('Socks', 'Sweatshirts')",0.25,0.625
"('Hoodies', 'Tech Pants')","('Dry Fit V-Nick', 'Rash Guard', 'Soccer Shoe')",0.25,0.625
"('Hoodies', 'Tech Pants')","('Modern Pants', 'Rash Guard', 'Socks')",0.25,0.625
"('Hoodies', 'Tech Pants')","('Modern Pants', 'Rash Guard', 'Sweatshirts')",0.25,0.625
"('Hoodies', 'Tech Pants')","('Modern Pants', 'Socks', 'Sweatshirts')",0.25,0.625
"('Hoodies', 'Tech Pants')","('Rash Guard', 'Socks', 'Sweatshirts')",0.25,0.625
"('Hoodies', 'Tech Pants')","('Modern Pants', 'Rash Guard', 'Socks', 'Sweatshirts')",0.25,0.625
"('Modern Pants', 'Running Shoe', 'Socks')","('Rash Guard',)",0.25,0.625
"('Modern Pants', 'Running Shoe', 'Socks')","('Tech Pants',)",0.25,0.625
"('Modern Pants', 'Running Shoe', 'Socks')","('Rash Guard', 'Sweatshirts')",0.25,0.625
"('Modern Pants', 'Running Shoe', 'Socks')","('Rash Guard', 'Tech Pants')",0.25,0.625
"('Modern Pants', 'Running Shoe', 'Socks')","('Sweatshirts', 'Tech Pants')",0.25,0.625
"('Modern Pants', 'Running Shoe', 'Socks')","('Rash Guard', 'Sweatshirts', 'Tech Pants')",0.25,0.625
"('Modern Pants', 'Running Shoe', 'Socks', 'Sweatshirts')","('Rash Guard',)",0.25,0.625
"('Modern Pants', 'Running Shoe', 'Socks', 'Sweatshirts')","('Tech Pants',)",0.25,0.625
"('Modern Pants', 'Running Shoe', 'Socks', 'Sweatshirts')","('Rash Guard', 'Tech Pants')",0.25,0.625
"('Socks',)","('Modern Pants', 'Running Shoe')",0.4,0.6153846153846154
"('Socks',)","('Modern Pants', 'Running Shoe', 'Sweatshirts')",0.4,0.6153846153846154
"('Sweatshirts',)","('Modern Pants', 'Running Shoe', 'Socks')",0.4,0.6153846153846154
"('Dry Fit V-Nick',)","('Hoodies', 'Swimming Shirt')",0.3,0.6
"('Dry Fit V-Nick',)","('Hoodies', 'Rash Guard', 'Swimming Shirt')",0.3,0.6
"('Dry Fit V-Nick',)","('Hoodies', 'Swimming Shirt', 'Tech Pants')",0.3,0.6
"('Dry Fit V-Nick',)","('Hoodies', 'Rash Guard', 'Swimming Shirt', 'Tech Pants')",0.3,0.6
"('Dry Fit V-Nick', 'Rash Guard')","('Hoodies', 'Swimming Shirt')",0.3,0.6
"('Dry Fit V-Nick', 'Rash Guard')","('Hoodies', 'Swimming Shirt', 'Tech Pants')",0.3,0.6
"('Modern Pants',)","('Rash Guard',)",0.3,0.6
"('Modern Pants',)","('Tech Pants',)",0.3,0.6
"('Modern Pants',)","('Rash Guard', 'Socks')",0.3,0.6
"('Modern Pants',)","('Rash Guard', 'Sweatshirts')",0.3,0.6
"('Modern Pants',)","('Rash Guard', 'Tech Pants')",0.3,0.6
"('Modern Pants',)","('Socks', 'Tech Pants')",0.3,0.6
"('Modern Pants',)","('Sweatshirts', 'Tech Pants')",0.3,0.6
"('Modern Pants',)","('Rash Guard', 'Socks', 'Sweatshirts')",0.3,0.6
"('Modern Pants',)","('Rash Guard', 'Socks', 'Tech Pants')",0.3,0.6
"('Modern Pants',)","('Rash Guard', 'Sweatshirts', 'Tech Pants')",0.3,0.6
"('Modern Pants',)","('Socks', 'Sweatshirts', 'Tech Pants')",0.3,0.6
"('Modern Pants',)","('Rash Guard', 'Socks', 'Sweatshirts', 'Tech Pants')",0.3,0.6
"('Modern Pants', 'Sweatshirts')","('Rash Guard',)",0.3,0.6
"('Modern Pants', 'Sweatshirts')","('Tech Pants',)",0.3,0.6
"('Modern Pants', 'Sweatshirts')","('Rash Guard', 'Socks')",0.3,0.6
"('Modern Pants', 'Sweatshirts')","('Rash Guard', 'Tech Pants')",0.3,0.6
"('Modern Pants', 'Sweatshirts')","('Socks', 'Tech Pants')",0.3,0.6
"('Modern Pants', 'Sweatshirts')","('Rash Guard', 'Socks', 'Tech Pants')",0.3,0.6
"('Rash Guard', 'Swimming Shirt')","('Hoodies',)",0.3,0.6
"('Rash Guard', 'Swimming Shirt')","('Running Shoe',)",0.3,0.6
"('Rash Guard', 'Swimming Shirt')","('Dry Fit V-Nick', 'Hoodies')",0.3,0.6
"('Rash Guard', 'Swimming Shirt')","('Hoodies', 'Tech Pants')",0.3,0.6
"('Rash Guard', 'Swimming Shirt')","('Dry Fit V-Nick', 'Hoodies', 'Tech Pants')",0.3,0.6
